生命周期,商品,单位,数量,计量单位,报价金额,占总金额,成本金额,占总成本,销售毛利,占总毛利,毛利率,成本利润率,实际利润,实际利润率,主要供应商
,茄意欧碎番茄400g,家乐福-合肥蚌埠万达店,12,罐,130.56,0.00%,63.84,0.00%,66.72,0.00%,51.10%,104.50%,57.03,43.70%,
,茄意欧碎番茄400g,家乐福-合肥马鞍山湖东店,12,罐,130.56,0.00%,63.84,0.00%,66.72,0.00%,51.10%,104.50%,57.03,43.70%,
,茄意欧碎番茄400g,家乐福-北京创益佳店,48,罐,469.16,0.00%,255.36,0.00%,213.8,0.00%,45.60%,83.70%,182.74,38.90%,
,茄意欧碎番茄400g,家乐福-北京马连道店,12,罐,130.56,0.00%,63.84,0.00%,66.72,0.00%,51.10%,104.50%,57.03,43.70%,
,茄意欧碎番茄400g,家乐福-北京方圆店,12,罐,130.56,0.00%,63.84,0.00%,66.72,0.00%,51.10%,104.50%,57.03,43.70%,
,茄意欧碎番茄400g,家乐福-北京方庄店,36,罐,365.14,0.00%,191.52,0.00%,173.62,0.00%,47.50%,90.70%,148.39,40.60%,
,茄意欧碎番茄400g,家乐福-北京中关村店,48,罐,469.31,0.00%,255.36,0.00%,213.95,0.00%,45.60%,83.80%,182.86,39.00%,
,茄意欧碎番茄400g,家乐福-北京双井店,132,罐,"1,278.47",0.00%,702.24,0.00%,576.23,0.00%,45.10%,82.10%,492.5,38.50%,
,茄意欧碎番茄400g,家乐福-北京通州店,24,罐,208.04,0.00%,127.68,0.00%,80.36,0.00%,38.60%,62.90%,68.68,33.00%,
,茄意欧碎番茄400g,家乐福-北京天通苑店,24,罐,234.58,0.00%,127.68,0.00%,106.9,0.00%,45.60%,83.70%,91.37,38.90%,
,茄意欧碎番茄400g,家乐福-北京望京店,36,罐,365.29,0.00%,191.52,0.00%,173.77,0.00%,47.60%,90.70%,148.52,40.70%,
,茄意欧碎番茄400g,家乐福-北京大钟寺店,24,罐,234.58,0.00%,127.68,0.00%,106.9,0.00%,45.60%,83.70%,91.37,38.90%,
,茄意欧碎番茄400g,家乐福-北京广渠门店,24,罐,234.58,0.00%,127.68,0.00%,106.9,0.00%,45.60%,83.70%,91.37,38.90%,
,茄意欧碎番茄400g,家乐福-北京鲁谷店,12,罐,130.56,0.00%,63.84,0.00%,66.72,0.00%,51.10%,104.50%,57.03,43.70%,
,茄意欧碎番茄400g,家乐福-北京慈云寺店,36,罐,365.14,0.00%,191.52,0.00%,173.62,0.00%,47.50%,90.70%,148.39,40.60%,
,茄意欧碎番茄400g,家乐福-北京健翔桥,24,罐,208.04,0.00%,127.68,0.00%,80.36,0.00%,38.60%,62.90%,68.68,33.00%,
,茄意欧碎番茄400g,家乐福-北京姚家园,24,罐,208.04,0.00%,127.68,0.00%,80.36,0.00%,38.60%,62.90%,68.68,33.00%,
,茄意欧碎番茄400g,家乐福-北京定慧桥店,24,罐,261.12,0.00%,127.68,0.00%,133.44,0.00%,51.10%,104.50%,114.05,43.70%,
,茄意欧碎番茄400g,家乐福-北京良乡店,12,罐,104.02,0.00%,63.84,0.00%,40.18,0.00%,38.60%,62.90%,34.34,33.00%,
,茄意欧碎番茄400g,家乐福-北京新顺店,24,罐,208.04,0.00%,127.68,0.00%,80.36,0.00%,38.60%,62.90%,68.68,33.00%,
,茄意欧碎番茄400g,家乐福-大连黄河店,36,罐,365.43,0.00%,191.52,0.00%,173.91,0.00%,47.60%,90.80%,148.64,40.70%,
,茄意欧碎番茄400g,家乐福-大连中山店,36,罐,365.43,0.00%,191.52,0.00%,173.91,0.00%,47.60%,90.80%,148.64,40.70%,
,茄意欧碎番茄400g,家乐福-大连华南店,12,罐,104.02,0.00%,63.84,0.00%,40.18,0.00%,38.60%,62.90%,34.34,33.00%,
,茄意欧碎番茄400g,家乐福-哈尔滨会展中心店,12,罐,104.02,0.00%,63.84,0.00%,40.18,0.00%,38.60%,62.90%,34.34,33.00%,
,茄意欧碎番茄400g,家乐福-哈尔滨乐松店,12,罐,104.02,0.00%,63.84,0.00%,40.18,0.00%,38.60%,62.90%,34.34,33.00%,
,茄意欧碎番茄400g,家乐福-哈尔滨新阳店,12,罐,104.02,0.00%,63.84,0.00%,40.18,0.00%,38.60%,62.90%,34.34,33.00%,
,茄意欧碎番茄400g,家乐福-哈尔滨大直街店,12,罐,104.02,0.00%,63.84,0.00%,40.18,0.00%,38.60%,62.90%,34.34,33.00%,
,茄意欧碎番茄400g,家乐福-济南车站店,12,罐,104.02,0.00%,63.84,0.00%,40.18,0.00%,38.60%,62.90%,34.34,33.00%,
,茄意欧碎番茄400g,家乐福-青岛明达店,24,罐,234.58,0.00%,127.68,0.00%,106.9,0.00%,45.60%,83.70%,91.37,38.90%,
,茄意欧碎番茄400g,家乐福-青岛新兴店,12,罐,104.02,0.00%,63.84,0.00%,40.18,0.00%,38.60%,62.90%,34.34,33.00%,
,茄意欧碎番茄400g,家乐福-青岛辽阳路店,12,罐,104.02,0.00%,63.84,0.00%,40.18,0.00%,38.60%,62.90%,34.34,33.00%,
,茄意欧碎番茄400g,家乐福-沈阳北站店,12,罐,104.02,0.00%,63.84,0.00%,40.18,0.00%,38.60%,62.90%,34.34,33.00%,
,茄意欧碎番茄400g,家乐福-沈阳金牛店,12,罐,104.02,0.00%,63.84,0.00%,40.18,0.00%,38.60%,62.90%,34.34,33.00%,
,茄意欧碎番茄400g,家乐福-沈阳文化店,48,罐,469.45,0.00%,255.36,0.00%,214.09,0.00%,45.60%,83.80%,182.98,39.00%,
,茄意欧碎番茄400g,家乐福-沈阳塔湾店,12,罐,104.02,0.00%,63.84,0.00%,40.18,0.00%,38.60%,62.90%,34.34,33.00%,
,茄意欧碎番茄400g,家乐福-沈阳吉祥店,72,罐,756.82,0.00%,383.04,0.00%,373.78,0.00%,49.40%,97.60%,319.47,42.20%,
,茄意欧碎番茄400g,家乐福-天津南开店,36,罐,365.14,0.00%,191.52,0.00%,173.62,0.00%,47.50%,90.70%,148.39,40.60%,
,茄意欧碎番茄400g,家乐福-天津龙城店,48,罐,469.16,0.00%,255.36,0.00%,213.8,0.00%,45.60%,83.70%,182.74,38.90%,
,茄意欧碎番茄400g,家乐福-天津海光寺店,12,罐,104.17,0.00%,63.84,0.00%,40.33,0.00%,38.70%,63.20%,34.47,33.10%,
,茄意欧碎番茄400g,家乐福-天津河东店,12,罐,104.02,0.00%,63.84,0.00%,40.18,0.00%,38.60%,62.90%,34.34,33.00%,
,茄意欧碎番茄400g,家乐福-石家庄留营店,12,罐,104.02,0.00%,63.84,0.00%,40.18,0.00%,38.60%,62.90%,34.34,33.00%,
,茄意欧碎番茄400g,家乐福-石家庄柏林店,12,罐,104.02,0.00%,63.84,0.00%,40.18,0.00%,38.60%,62.90%,34.34,33.00%,
,茄意欧碎番茄400g,家乐福-石家庄涿州范阳路店,12,罐,104.02,0.00%,63.84,0.00%,40.18,0.00%,38.60%,62.90%,34.34,33.00%,
,茄意欧碎番茄400g,家乐福-山西悦家长风店,12,罐,104.02,0.00%,63.84,0.00%,40.18,0.00%,38.60%,62.90%,34.34,33.00%,
,茄意欧碎番茄400g,家乐福-呼和浩特大学西街店,12,罐,130.56,0.00%,63.84,0.00%,66.72,0.00%,51.10%,104.50%,57.03,43.70%,
,茄意欧碎番茄400g,西康路店,108,罐,980.4,0.00%,574.56,0.00%,405.84,0.00%,41.40%,70.60%,346.87,35.40%,
,茄意欧碎番茄400g,家乐福-北京四元桥店,132,罐,"1,331.41",0.00%,702.24,0.00%,629.17,0.00%,47.30%,89.60%,537.75,40.40%,
,茄意欧碎番茄400g,上海松江绿地商业管理有限公司,12,罐,114,0.00%,63.84,0.00%,50.16,0.00%,44.00%,78.60%,42.87,37.60%,
,茄意欧碎番茄400g,家乐福-成都西三环店,12,罐,104.02,0.00%,63.84,0.00%,40.18,0.00%,38.60%,62.90%,34.34,33.00%,
,茄意欧碎番茄400g,上海翌恒网络科技有限公司,576,罐,"4,710.00",0.00%,"3,064.32",0.00%,"1,645.68",0.00%,34.90%,53.70%,"1,406.56",29.90%,
,茄意欧碎番茄400g,北京蒂玛丽宝,672,罐,"4,502.40",0.00%,"3,575.04",0.00%,927.36,0.00%,20.60%,25.90%,792.62,17.60%,
,茄意欧碎番茄400g,苏宁云商集团股份有限公司苏宁采购中心,107,罐,916,0.00%,569.24,0.00%,346.76,0.00%,37.90%,60.90%,296.38,32.40%,
,茄意欧碎番茄400g,上海绿地优鲜超市有限公司,612,罐,"5,814.00",0.00%,"3,255.84",0.00%,"2,558.16",0.00%,44.00%,78.60%,"2,186.46",37.60%,
,茄意欧碎番茄400g,上海爱莲超市有限公司,180,罐,"1,700.60",0.00%,957.6,0.00%,743,0.00%,43.70%,77.60%,635.04,37.30%,
,茄意欧碎番茄400g,上海天翌电子商务有限公司,"5,459.00",罐,"42,357.38",0.10%,"29,041.88",0.10%,"13,315.50",0.10%,31.40%,45.80%,"11,380.77",26.90%,
,茄意欧碎番茄400g,百盛青岛店,36,罐,360,0.00%,191.52,0.00%,168.48,0.00%,46.80%,88.00%,144,40.00%,
,茄意欧碎番茄400g,上海汐润企业管理有限公司,48,罐,364.8,0.00%,255.36,0.00%,109.44,0.00%,30.00%,42.90%,93.54,25.60%,
,茄意欧碎番茄400g,香江百货,24,罐,216,0.00%,127.68,0.00%,88.32,0.00%,40.90%,69.20%,75.49,34.90%,
,茄意欧碎番茄400g,百盛协信店,36,罐,342,0.00%,191.52,0.00%,150.48,0.00%,44.00%,78.60%,128.62,37.60%,
,茄意欧碎番茄400g,家乐福-徐州复兴店,12,罐,104.02,0.00%,63.84,0.00%,40.18,0.00%,38.60%,62.90%,34.34,33.00%,
,茄意欧碎番茄400g,家乐福-海口鹏辉店,48,罐,495.22,0.00%,255.36,0.00%,239.86,0.00%,48.40%,93.90%,205.01,41.40%,
,茄意欧碎番茄400g,家乐福-中山新悦店,12,罐,104.45,0.00%,63.84,0.00%,40.61,0.00%,38.90%,63.60%,34.71,33.20%,
,茄意欧碎番茄400g,家乐福-成都科华路店,12,罐,130.56,0.00%,63.84,0.00%,66.72,0.00%,51.10%,104.50%,57.03,43.70%,
,茄意欧碎番茄400g,北京盛康悦通,228,罐,"1,527.60",0.00%,"1,212.96",0.00%,314.64,0.00%,20.60%,25.90%,268.92,17.60%,
,茄意欧碎番茄400g,安东码头,12,罐,85.2,0.00%,63.84,0.00%,21.36,0.00%,25.10%,33.50%,18.26,21.40%,
,茄意欧碎番茄400g,上海学枭,"1,256.00",罐,"7,197.20",0.00%,"6,681.92",0.00%,515.28,0.00%,7.20%,7.70%,440.41,6.10%,
,茄意欧碎番茄400g,新鸿基,2,罐,,,10.64,0.00%,-10.64,0.00%,,-100.00%,-9.09,,
,茄意欧碎番茄400g,秦皇岛市福凯,12,罐,85.2,0.00%,63.84,0.00%,21.36,0.00%,25.10%,33.50%,18.26,21.40%,
,茄意欧碎番茄400g,家乐福-北京天竺店,96,罐,965.01,0.00%,510.72,0.00%,454.29,0.00%,47.10%,89.00%,388.28,40.20%,
,茄意欧碎番茄400g,家乐福-家源成山店,36,罐,339.17,0.00%,191.52,0.00%,147.65,0.00%,43.50%,77.10%,126.2,37.20%,
,茄意欧碎番茄400g,北京盒马,24,罐,240,0.00%,127.68,0.00%,112.32,0.00%,46.80%,88.00%,96,40.00%,
,茄意欧碎番茄400g,青岛天泽源,48,罐,356.13,0.00%,255.36,0.00%,100.77,0.00%,28.30%,39.50%,86.13,24.20%,
,茄意欧碎番茄400g,上海隆明达,60,罐,426,0.00%,319.2,0.00%,106.8,0.00%,25.10%,33.50%,91.28,21.40%,
,茄意欧碎番茄400g,上海盒马,"1,500.00",罐,"12,864.00",0.00%,"7,980.00",0.00%,"4,884.00",0.00%,38.00%,61.20%,"4,174.36",32.40%,
,茄意欧碎番茄400g,深圳盒马,108,罐,"1,008.00",0.00%,574.56,0.00%,433.44,0.00%,43.00%,75.40%,370.46,36.80%,
,茄意欧碎番茄400g,艾丁食品,36,罐,292.32,0.00%,191.52,0.00%,100.8,0.00%,34.50%,52.60%,86.15,29.50%,
,茄意欧碎番茄400g,东莞豪瑞,24,罐,170.4,0.00%,127.68,0.00%,42.72,0.00%,25.10%,33.50%,36.51,21.40%,
,茄意欧碎番茄400g,珠海得一,24,罐,216,0.00%,127.68,0.00%,88.32,0.00%,40.90%,69.20%,75.49,34.90%,
,茄意欧碎番茄400g,精彩生活超市,12,罐,108,0.00%,63.84,0.00%,44.16,0.00%,40.90%,69.20%,37.74,34.90%,
,茄意欧碎番茄400g,厦门乐味,24,罐,170.4,0.00%,127.68,0.00%,42.72,0.00%,25.10%,33.50%,36.51,21.40%,
,茄意欧碎番茄400g,巢尚食品,12,罐,93.72,0.00%,63.84,0.00%,29.88,0.00%,31.90%,46.80%,25.54,27.20%,
,茄意欧樱桃番茄400g,1号店进口食品,182,罐,"2,347.80",0.00%,"1,417.78",0.00%,930.02,0.00%,39.60%,65.60%,794.89,33.90%,
,茄意欧樱桃番茄400g,全洲马当路店,48,罐,549.36,0.00%,373.92,0.00%,175.44,0.00%,31.90%,46.90%,149.95,27.30%,
,茄意欧樱桃番茄400g,高岛屋-YS,48,罐,588.24,0.00%,373.92,0.00%,214.32,0.00%,36.40%,57.30%,183.18,31.10%,
,茄意欧樱桃番茄400g,伊梭样品,-2,罐,,,-15.58,0.00%,15.58,0.00%,,-100.00%,13.32,,
,茄意欧樱桃番茄400g,上海华润万家超市有限公司,"1,587.00",罐,"19,050.00",0.00%,"12,362.73",0.00%,"6,687.27",0.10%,35.10%,54.10%,"5,715.62",30.00%,
,茄意欧樱桃番茄400g,City Super环盛,219,罐,"2,817.41",0.00%,"1,706.01",0.00%,"1,111.40",0.00%,39.40%,65.10%,949.91,33.70%,
,茄意欧樱桃番茄400g,伊淘食品,264,罐,"1,943.04",0.00%,"2,056.56",0.00%,-113.52,0.00%,-5.80%,-5.50%,-97.03,-5.00%,
,茄意欧樱桃番茄400g,飞牛-进口,35,罐,236.38,0.00%,272.65,0.00%,-36.27,0.00%,-15.30%,-13.30%,-31,-13.10%,
,茄意欧樱桃番茄400g,上海和鲜商贸有限公司,-2,罐,-25.8,0.00%,-15.58,0.00%,-10.22,0.00%,39.60%,65.60%,-8.74,33.90%,
,茄意欧樱桃番茄400g,上海衡毅商贸有限公司,132,罐,"1,448.04",0.00%,"1,028.28",0.00%,419.76,0.00%,29.00%,40.80%,358.77,24.80%,
,茄意欧樱桃番茄400g,伊梭零售,28,罐,84,0.00%,218.12,0.00%,-134.12,0.00%,-159.70%,-61.50%,-114.63,-136.50%,
,茄意欧樱桃番茄400g,上海易初莲花连锁超市有限公司,24,罐,325.72,0.00%,186.96,0.00%,138.76,0.00%,42.60%,74.20%,118.6,36.40%,
,茄意欧樱桃番茄400g,嘉兴良德贸易,36,罐,324,0.00%,280.44,0.00%,43.56,0.00%,13.40%,15.50%,37.23,11.50%,
,茄意欧樱桃番茄400g,武汉宇风商贸发展有限公司,60,罐,540,0.00%,467.4,0.00%,72.6,0.00%,13.40%,15.50%,62.05,11.50%,
,茄意欧樱桃番茄400g,微信托斯卡纳集市,2,罐,30.8,0.00%,15.58,0.00%,15.22,0.00%,49.40%,97.70%,13.01,42.20%,
,茄意欧樱桃番茄400g,珠海美味多,108,罐,972,0.00%,841.32,0.00%,130.68,0.00%,13.40%,15.50%,111.69,11.50%,
,茄意欧樱桃番茄400g,上海懿利电子商务有限公司,84,罐,756,0.00%,654.36,0.00%,101.64,0.00%,13.40%,15.50%,86.87,11.50%,
,茄意欧樱桃番茄400g,家乐福-上海武宁店,36,罐,529.89,0.00%,280.44,0.00%,249.45,0.00%,47.10%,88.90%,213.21,40.20%,
,茄意欧樱桃番茄400g,家乐福-上海金桥店,84,罐,"1,236.41",0.00%,654.36,0.00%,582.05,0.00%,47.10%,88.90%,497.48,40.20%,
,茄意欧樱桃番茄400g,家乐福-上海古北店,216,罐,"3,179.36",0.00%,"1,682.64",0.00%,"1,496.72",0.00%,47.10%,89.00%,"1,279.25",40.20%,
,茄意欧樱桃番茄400g,家乐福-上海南方店,12,罐,176.63,0.00%,93.48,0.00%,83.15,0.00%,47.10%,88.90%,71.07,40.20%,
,茄意欧樱桃番茄400g,家乐福-上海万里店,12,罐,176.63,0.00%,93.48,0.00%,83.15,0.00%,47.10%,88.90%,71.07,40.20%,
,茄意欧樱桃番茄400g,家乐福-上海联洋店,48,罐,706.52,0.00%,373.92,0.00%,332.6,0.00%,47.10%,88.90%,284.27,40.20%,
,茄意欧樱桃番茄400g,家乐福-上海中山公园店,36,罐,529.91,0.00%,280.44,0.00%,249.47,0.00%,47.10%,89.00%,213.22,40.20%,
,茄意欧樱桃番茄400g,家乐福-上海徐汇店,24,罐,353.26,0.00%,186.96,0.00%,166.3,0.00%,47.10%,88.90%,142.14,40.20%,
,茄意欧樱桃番茄400g,家乐福-上海莘庄店,12,罐,176.63,0.00%,93.48,0.00%,83.15,0.00%,47.10%,88.90%,71.07,40.20%,
,茄意欧樱桃番茄400g,家乐福-上海徐泾店,156,罐,"2,296.19",0.00%,"1,215.24",0.00%,"1,080.95",0.00%,47.10%,88.90%,923.89,40.20%,
,茄意欧樱桃番茄400g,家乐福-上海虹口店,12,罐,176.63,0.00%,93.48,0.00%,83.15,0.00%,47.10%,88.90%,71.07,40.20%,
,茄意欧樱桃番茄400g,家乐福-上海柳州路店,12,罐,176.63,0.00%,93.48,0.00%,83.15,0.00%,47.10%,88.90%,71.07,40.20%,
,茄意欧樱桃番茄400g,家乐福-上海宜山店,24,罐,353.26,0.00%,186.96,0.00%,166.3,0.00%,47.10%,88.90%,142.14,40.20%,
,茄意欧樱桃番茄400g,家乐福-杭州涌金店,24,罐,353.26,0.00%,186.96,0.00%,166.3,0.00%,47.10%,88.90%,142.14,40.20%,
,茄意欧樱桃番茄400g,家乐福-南京大行宫店,12,罐,176.63,0.00%,93.48,0.00%,83.15,0.00%,47.10%,88.90%,71.07,40.20%,
,茄意欧樱桃番茄400g,家乐福-宁波江东店,24,罐,353.26,0.00%,186.96,0.00%,166.3,0.00%,47.10%,88.90%,142.14,40.20%,
,茄意欧樱桃番茄400g,家乐福-无锡宝利店,12,罐,176.63,0.00%,93.48,0.00%,83.15,0.00%,47.10%,88.90%,71.07,40.20%,
,茄意欧樱桃番茄400g,家乐福-昆明世纪城店,12,罐,176.63,0.00%,93.48,0.00%,83.15,0.00%,47.10%,88.90%,71.07,40.20%,
,茄意欧樱桃番茄400g,家乐福-昆明广福店,12,罐,176.63,0.00%,93.48,0.00%,83.15,0.00%,47.10%,88.90%,71.07,40.20%,
,茄意欧樱桃番茄400g,家乐福-海口南亚店,12,罐,176.63,0.00%,93.48,0.00%,83.15,0.00%,47.10%,88.90%,71.07,40.20%,
,茄意欧樱桃番茄400g,家乐福-广州万国店,12,罐,176.63,0.00%,93.48,0.00%,83.15,0.00%,47.10%,88.90%,71.07,40.20%,
,茄意欧樱桃番茄400g,家乐福-深圳中心城店,12,罐,176.63,0.00%,93.48,0.00%,83.15,0.00%,47.10%,88.90%,71.07,40.20%,
,茄意欧樱桃番茄400g,家乐福-深圳保利店,24,罐,353.28,0.00%,186.96,0.00%,166.32,0.00%,47.10%,89.00%,142.15,40.20%,
,茄意欧樱桃番茄400g,家乐福-珠海吉大店,12,罐,176.63,0.00%,93.48,0.00%,83.15,0.00%,47.10%,88.90%,71.07,40.20%,
,茄意欧樱桃番茄400g,家乐福-厦门中国城店,12,罐,176.63,0.00%,93.48,0.00%,83.15,0.00%,47.10%,88.90%,71.07,40.20%,
,茄意欧樱桃番茄400g,家乐福-成都八宝街店,12,罐,176.63,0.00%,93.48,0.00%,83.15,0.00%,47.10%,88.90%,71.07,40.20%,
,茄意欧樱桃番茄400g,家乐福-成都大世界店,36,罐,529.89,0.00%,280.44,0.00%,249.45,0.00%,47.10%,88.90%,213.21,40.20%,
,茄意欧樱桃番茄400g,家乐福-成都双桥子店,12,罐,176.63,0.00%,93.48,0.00%,83.15,0.00%,47.10%,88.90%,71.07,40.20%,
,茄意欧樱桃番茄400g,家乐福-北京创益佳店,12,罐,176.63,0.00%,93.48,0.00%,83.15,0.00%,47.10%,88.90%,71.07,40.20%,
,茄意欧樱桃番茄400g,家乐福-北京方庄店,12,罐,176.63,0.00%,93.48,0.00%,83.15,0.00%,47.10%,88.90%,71.07,40.20%,
,茄意欧樱桃番茄400g,家乐福-北京双井店,24,罐,353.26,0.00%,186.96,0.00%,166.3,0.00%,47.10%,88.90%,142.14,40.20%,
,茄意欧樱桃番茄400g,家乐福-北京天通苑店,12,罐,176.63,0.00%,93.48,0.00%,83.15,0.00%,47.10%,88.90%,71.07,40.20%,
,茄意欧樱桃番茄400g,家乐福-北京望京店,12,罐,176.63,0.00%,93.48,0.00%,83.15,0.00%,47.10%,88.90%,71.07,40.20%,
,茄意欧樱桃番茄400g,家乐福-北京鲁谷店,12,罐,176.63,0.00%,93.48,0.00%,83.15,0.00%,47.10%,88.90%,71.07,40.20%,
,茄意欧樱桃番茄400g,家乐福-北京健翔桥,12,罐,176.63,0.00%,93.48,0.00%,83.15,0.00%,47.10%,88.90%,71.07,40.20%,
,茄意欧樱桃番茄400g,家乐福-沈阳文化店,12,罐,176.63,0.00%,93.48,0.00%,83.15,0.00%,47.10%,88.90%,71.07,40.20%,
,茄意欧樱桃番茄400g,家乐福-沈阳吉祥店,12,罐,176.63,0.00%,93.48,0.00%,83.15,0.00%,47.10%,88.90%,71.07,40.20%,
,茄意欧樱桃番茄400g,家乐福-廊坊新华路店,12,罐,176.63,0.00%,93.48,0.00%,83.15,0.00%,47.10%,88.90%,71.07,40.20%,
,茄意欧樱桃番茄400g,西康路店,48,罐,588.24,0.00%,373.92,0.00%,214.32,0.00%,36.40%,57.30%,183.18,31.10%,
,茄意欧樱桃番茄400g,家乐福-北京四元桥店,36,罐,529.89,0.00%,280.44,0.00%,249.45,0.00%,47.10%,88.90%,213.21,40.20%,
,茄意欧樱桃番茄400g,上海翌恒网络科技有限公司,492,罐,"5,385.60",0.00%,"3,832.68",0.00%,"1,552.92",0.00%,28.80%,40.50%,"1,327.28",24.60%,
,茄意欧樱桃番茄400g,北京蒂玛丽宝,264,罐,"2,376.00",0.00%,"2,056.56",0.00%,319.44,0.00%,13.40%,15.50%,273.03,11.50%,
,茄意欧樱桃番茄400g,上海爱莲超市有限公司,132,罐,"1,791.48",0.00%,"1,028.28",0.00%,763.2,0.00%,42.60%,74.20%,652.31,36.40%,
,茄意欧樱桃番茄400g,家乐福-海口鹏辉店,24,罐,353.26,0.00%,186.96,0.00%,166.3,0.00%,47.10%,88.90%,142.14,40.20%,
,茄意欧樱桃番茄400g,北京盛康悦通,60,罐,540,0.00%,467.4,0.00%,72.6,0.00%,13.40%,15.50%,62.05,11.50%,
,茄意欧樱桃番茄400g,上海学枭,96,罐,864,0.00%,747.84,0.00%,116.16,0.00%,13.40%,15.50%,99.28,11.50%,
,茄意欧樱桃番茄400g,家乐福-北京天竺店,24,罐,529.9,0.00%,186.96,0.00%,342.94,0.00%,64.70%,183.40%,293.11,55.30%,
,茄意欧樱桃番茄400g,北京盒马,-13,罐,-176.8,0.00%,-101.27,0.00%,-75.53,0.00%,42.70%,74.60%,-64.56,36.50%,
,茄意欧樱桃番茄400g,青岛天泽源,48,罐,478.92,0.00%,373.92,0.00%,105,0.00%,21.90%,28.10%,89.74,18.70%,
,茄意欧樱桃番茄400g,上海隆明达,12,罐,114,0.00%,93.48,0.00%,20.52,0.00%,18.00%,22.00%,17.54,15.40%,
,茄意欧樱桃番茄400g,上海盒马,156,罐,"2,121.60",0.00%,"1,215.24",0.00%,906.36,0.00%,42.70%,74.60%,774.67,36.50%,
,茄意欧樱桃番茄400g,深圳盒马,24,罐,277.44,0.00%,186.96,0.00%,90.48,0.00%,32.60%,48.40%,77.33,27.90%,
,茄意欧樱桃番茄400g,艾丁食品,36,罐,397.08,0.00%,280.44,0.00%,116.64,0.00%,29.40%,41.60%,99.69,25.10%,
,茄意欧樱桃番茄400g,东莞豪瑞,24,罐,232.8,0.00%,186.96,0.00%,45.84,0.00%,19.70%,24.50%,39.18,16.80%,
,茄意欧樱桃番茄400g,欧沃熙商贸,24,罐,232.8,0.00%,186.96,0.00%,45.84,0.00%,19.70%,24.50%,39.18,16.80%,
,茄意欧樱桃番茄400g,厦门乐味,12,罐,116.4,0.00%,93.48,0.00%,22.92,0.00%,19.70%,24.50%,19.59,16.80%,
,茄意欧那波里风味意大利面酱420g,城市超市,"1,308.00",瓶,"28,309.24",0.00%,"11,758.92",0.00%,"16,550.32",0.10%,58.50%,140.70%,"14,145.57",50.00%,
,茄意欧那波里风味意大利面酱420g,久光虹桥店,216,瓶,"2,727.00",0.00%,"1,941.84",0.00%,785.16,0.00%,28.80%,40.40%,671.08,24.60%,
,茄意欧那波里风味意大利面酱420g,1号店进口食品,180,瓶,"3,732.00",0.00%,"1,618.20",0.00%,"2,113.80",0.00%,56.60%,130.60%,"1,806.67",48.40%,
,茄意欧那波里风味意大利面酱420g,全洲马当路店,48,瓶,939.48,0.00%,431.52,0.00%,507.96,0.00%,54.10%,117.70%,434.15,46.20%,
,茄意欧那波里风味意大利面酱420g,百盛九海店,12,瓶,270,0.00%,107.88,0.00%,162.12,0.00%,60.00%,150.30%,138.56,51.30%,
,茄意欧那波里风味意大利面酱420g,高岛屋-YS,144,瓶,"3,234.00",0.00%,"1,294.56",0.00%,"1,939.44",0.00%,60.00%,149.80%,"1,657.64",51.30%,
,茄意欧那波里风味意大利面酱420g,伊梭样品,9,瓶,,,80.91,0.00%,-80.91,0.00%,,-100.00%,-69.15,,
,茄意欧那波里风味意大利面酱420g,上海华润万家超市有限公司,"7,125.00",瓶,"147,013.83",0.20%,"64,053.75",0.10%,"82,960.08",0.60%,56.40%,129.50%,"70,906.05",48.20%,
,茄意欧那波里风味意大利面酱420g,City Super环盛,614,瓶,"13,410.55",0.00%,"5,519.86",0.00%,"7,890.69",0.10%,58.80%,143.00%,"6,744.18",50.30%,
,茄意欧那波里风味意大利面酱420g,久光静安店,240,瓶,"4,757.28",0.00%,"2,157.60",0.00%,"2,599.68",0.00%,54.60%,120.50%,"2,221.95",46.70%,
,茄意欧那波里风味意大利面酱420g,伊淘食品,"1,200.00",瓶,"10,380.00",0.00%,"10,788.00",0.00%,-408,0.00%,-3.90%,-3.80%,-348.72,-3.40%,
,茄意欧那波里风味意大利面酱420g,飞牛-进口,18,瓶,252,0.00%,161.82,0.00%,90.18,0.00%,35.80%,55.70%,77.08,30.60%,
,茄意欧那波里风味意大利面酱420g,上海衡毅商贸有限公司,96,瓶,"1,836.48",0.00%,863.04,0.00%,973.44,0.00%,53.00%,112.80%,832,45.30%,
,茄意欧那波里风味意大利面酱420g,伊梭零售,20,瓶,209,0.00%,179.8,0.00%,29.2,0.00%,14.00%,16.20%,24.96,11.90%,
,茄意欧那波里风味意大利面酱420g,上海易初莲花连锁超市有限公司,"1,200.00",瓶,"23,848.72",0.00%,"10,788.00",0.00%,"13,060.72",0.10%,54.80%,121.10%,"11,163.01",46.80%,
,茄意欧那波里风味意大利面酱420g,微信托斯卡纳集市,1,瓶,16.9,0.00%,8.99,0.00%,7.91,0.00%,46.80%,88.00%,6.76,40.00%,
,茄意欧那波里风味意大利面酱420g,上海懿利电子商务有限公司,24,瓶,350.4,0.00%,215.76,0.00%,134.64,0.00%,38.40%,62.40%,115.08,32.80%,
,茄意欧那波里风味意大利面酱420g,家乐福-上海曲阳店,12,瓶,273.36,0.00%,107.88,0.00%,165.48,0.00%,60.50%,153.40%,141.44,51.70%,
,茄意欧那波里风味意大利面酱420g,家乐福-上海武宁店,12,瓶,273.36,0.00%,107.88,0.00%,165.48,0.00%,60.50%,153.40%,141.44,51.70%,
